2019,2018,Institution Name,Country,Classification,,,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,Overall Score
  491=,551-600,BEIHANG UNIVERSITY,China,L,CO,VH,4,A,16.1,501+,8.7,501+,29.1,510,48.9,246,10.6,601+,7,601+,23.9
  491=,491-500,"UNIVERSIDADE ESTADUAL PAULISTA ""J⁄LIO DE MESQUITA FILHO""",Brazil,XL,FC,VH,3,A,28.8,289,15.3,501+,38.2,403,12.9,601+,6.8,601+,5.1,601+,23.9
  491=,481-490,UNIVERSIT¿ CATTOLICA DEL SACRO CUORE,Italy,L,CO,VH,4,B,23.2,356,50.2,167,17.7,601+,18.9,566,21.1,516,24.1,472,23.9
494,461-470,UNIVERSITY OF NEW MEXICO,United States,L,FC,VH,5,A,15.6,501+,11.3,501+,10.4,601+,67.3,114,9.9,601+,6.2,601+,23.8
  495=,501-550,UNIVERSIDAD DE GRANADA,Spain,XL,FC,VH,5,A,34.9,229,14,501+,12.8,601+,21.4,524,5.1,601+,23.7,476,23.7
  495=,501-550,UNIVERSITƒT HOHENHEIM,Germany,M,FO,VH,5,A,8.2,501+,11.2,501+,7.8,601+,74.4,80,24.3,493,31.5,417,23.7
  495=,501-550,UNIVERSITY OF OKLAHOMA,United States,L,FC,VH,5,A,10.7,501+,13,501+,61,246,17.6,585,37.1,403,10.6,601+,23.7
  498=,501-550,AMIRKABIR UNIVERSITY OF TECHNOLOGY,Iran,M,FO,VH,4,A,4.9,501+,9.8,501+,8.6,601+,92.7,28,4.2,601+,2.5,601+,23.6
  498=,551-600,WESTERN SYDNEY UNIVERSITY,Australia,XL,FC,HI,3,A,15.9,501+,26.4,368,9.9,601+,25.9,468,100,30,47.8,300,23.6
  500=,441-450,SINGAPORE MANAGEMENT UNIVERSITY,Singapore,M,SP,HI,2,A,12.7,501+,29,338,13.8,601+,21.2,527,100,33,69.4,193,23.5
  500=,501-550,TECHNISCHE UNIVERSITƒT BRAUNSCHWEIG,Germany,L,CO,VH,5,A,9.5,501+,26.9,362,66.4,218,10.3,601+,,,33.1,403,23.5
  500=,491-500,UNIVERSIT… SAINT-JOSEPH DE BEYROUTH,Lebanon,M,FC,MD,5,B,7.7,501+,26.9,361,68.1,209,2.3,601+,62.2,277,10.2,601+,23.5
  500=,551-600,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,China,L,CO,VH,4,A,18.2,449,6,501+,18.9,601+,56.3,188,5,601+,4.6,601+,23.5
501-510,501-550,DREXEL UNIVERSITY,United States,L,FC,VH,5,B,-,-,-,-,43,364,27.9,453,41.9,366,48.4,296,23.1 - 23.4
501-510,501-550,EAST CHINA NORMAL UNIVERSITY,China,L,CO,VH,4,A,-,-,-,-,36.2,419,27.2,458,49.9,330,44.7,315,23.1 - 23.4
501-510,551-600,HOWARD UNIVERSITY,United States,M,FC,HI,5,B,-,-,-,-,88.6,91,-,-,-,-,-,-,23.1 - 23.4
501-510,501-550,LEHIGH UNIVERSITY,United States,M,CO,VH,5,B,-,-,-,-,37.9,405,45.2,279,-,-,47,304,23.1 - 23.4
501-510,551-600,NATIONAL RESEARCH SARATOV STATE UNIVERSITY,Russia,M,CO,HI,5,A,-,-,-,-,99.4,36,-,-,-,-,14.9,595,23.1 - 23.4
501-510,491-500,PUSAN NATIONAL UNIVERSITY,South Korea,L,FC,VH,4,A,19.8,413,-,-,42.2,369,21.1,529,-,-,-,-,23.1 - 23.4
501-510,461-470,SABANCI UNIVERSITY,Turkey,S,FO,VH,2,B,-,-,23.6,403,38.6,396,21.1,530,39.5,382,17.1,557,23.1 - 23.4
501-510,411-420,UNIVERSIDAD DE COSTA RICA,Costa Rica,XL,CO,MD,4,A,27.4,307,36.4,255,41.5,374,-,-,,-,-,-,23.1 - 23.4
501-510,461-470,UNIVERSIT¿ DEGLI STUDI DI FIRENZE (UNIFI),Italy,XL,FC,VH,4,A,32.7,251,-,-,-,-,30,428,-,-,-,-,23.1 - 23.4
501-510,551-600,UNIVERSITY OF ULSAN,South Korea,L,FC,VH,3,B,-,-,-,-,71.9,187,30.6,424,-,-,-,-,23.1 - 23.4
511-520,601-650,ITMO UNIVERSITY,Russia,M,FO,VH,5,A,-,-,-,-,74.2,179,-,-,17.2,573,36.9,373,22.9 - 23
511-520,551-600,KUMAMOTO UNIVERSITY,Japan,M,FC,VH,4,A,-,-,-,-,82.5,130,-,-,-,-,-,-,22.9 - 23
511-520,501-550,OKAYAMA UNIVERSITY,Japan,L,FC,HI,5,A,-,-,-,-,74.9,175,-,-,-,-,-,-,22.9 - 23
511-520,501-550,SOUTHEAST UNIVERSITY,China,XL,FC,VH,5,A,-,-,-,-,33.9,447,50.1,233,-,-,-,-,22.9 - 23
511-520,601-650,UNIVERSIDAD DE LA HABANA,Cuba,M,CO,HI,5,A,-,-,25.8,378,66.6,216,-,-,-,-,-,-,22.9 - 23
511-520,451-460,UNIVERSIDAD DE SANTIAGO DE CHILE (USACH),Chile,L,FC,MD,5,A,33.1,248,52.2,158,-,-,-,-,-,-,-,-,22.9 - 23
511-520,461-470,UNIVERSIT¡ DEGLI STUDI DI ROMA - TOR VERGATA,Italy,XL,CO,VH,3,A,29.1,283,-,-,-,-,33,387,-,-,17.4,555,22.9 - 23
511-520,481-490,UNIVERSITƒT BREMEN,Germany,L,CO,VH,3,A,20.5,400,-,-,29.5,505,23.5,501,42.9,361,22.3,492,22.9 - 23
511-520,501-550,UNIVERSITY OF LIMERICK (UL),Ireland,L,FC,HI,3,A,-,-,21.3,444,27.2,535,24,491,89.7,166,19.6,532,22.9 - 23
521-530,481-490,CAIRO UNIVERSITY,Egypt,XL,FC,VH,5,A,30.8,263,55,145,-,-,-,-,-,-,-,-,22.6 - 22.8
521-530,481-490,JULIUS-MAXIMILIANS-UNIVERSITƒT W‹RZBURG,Germany,L,FC,VH,5,A,-,-,-,-,-,-,47.3,261,38.9,386,-,-,22.6 - 22.8
521-530,501-550,LAPPEENRANTA UNIVERSITY OF TECHNOLOGY,Finland,S,FO,VH,3,A,-,-,-,-,23.7,594,49.6,238,41.1,372,37.6,366,22.6 - 22.8
521-530,551-600,NAGASAKI UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,87.8,99,-,-,-,-,-,-,22.6 - 22.8
521-530,461-470,PONTIFICIA UNIVERSIDAD JAVERIANA,Colombia,L,FC,MD,5,B,32.4,253,58,133,-,-,-,-,-,-,-,-,22.6 - 22.8
521-530,481-490,RENMIN (PEOPLEíS) UNIVERSITY OF CHINA,China,L,FO,VH,4,A,26,320,30.9,313,35,436,-,-,-,-,-,-,22.6 - 22.8
521-530,501-550,UNIVERSIT… PAUL SABATIER TOULOUSE III,France,L,CO,VH,5,A,23.4,351,-,-,44.3,347,-,-,-,-,34,397,22.6 - 22.8
521-530,601-650,UNIVERSITI TEKNOLOGI PETRONAS (PETRONAS),Malaysia,M,SP,VH,2,B,-,-,19.7,467,31.8,481,16.8,599,89.9,165,42.4,333,22.6 - 22.8
521-530,501-550,UNIVERSITY OF SOUTH FLORIDA,United States,XL,CO,VH,4,A,-,-,-,-,-,-,47.4,259,47.8,337,34.3,392,22.6 - 22.8
531-540,551-600,ABO AKADEMI UNIVERSITY,Finland,M,CO,VH,5,A,-,-,-,-,44.3,348,29.5,438,40.7,375,21.7,500,22.2 - 22.5
531-540,491-500,CZECH TECHNICAL UNIVERSITY IN PRAGUE,Czech Republic,L,SP,VH,5,A,18.5,440,43.9,208,28.2,526,-,-,-,-,44,322,22.2 - 22.5
531-540,551-600,EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,China,L,CO,VH,4,A,-,-,-,-,-,-,70.3,99,-,-,-,-,22.2 - 22.5
531-540,601-650,NEW SCHOOL UNIVERSITY,United States,M,FO,HI,4,B,-,-,-,-,60.9,247,-,-,-,-,97.1,64,22.2 - 22.5
531-540,501-550,PONTIFICIA UNIVERSIDADE CAT”LICA DE S√O PAULO (PUC-SP),Brazil,M,FC,MD,4,B,-,-,25.8,379,69.3,204,-,-,-,-,-,-,22.2 - 22.5
531-540,551-600,SOUTHERN FEDERAL UNIVERSITY,Russia,L,CO,HI,5,A,-,-,-,-,87.9,98,-,-,-,-,16.8,562,22.2 - 22.5
531-540,411-420,TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV,Ukraine,L,CO,HI,5,A,18.8,433,-,-,60.6,251,-,-,-,-,-,-,22.2 - 22.5
531-540,501-550,UNIVERSIDAD DE MONTEVIDEO,Uruguay,S,FC,LO,2,B,-,-,-,-,71.7,188,-,-,14.7,599,-,-,22.2 - 22.5
531-540,551-600,UNIVERSIT… PANTH…ON-ASSAS (PARIS 2),France,L,SP,LO,5,A,-,-,18.7,484,78.1,156,-,-,,-,29.8,429,22.2 - 22.5
531-540,501-550,UNIVERSITY OF AVEIRO,Portugal,L,SP,VH,3,A,-,-,-,-,23.9,587,60.2,157,,-,-,-,22.2 - 22.5
531-540,551-600,UNIVERSITY OF VERMONT,United States,M,FC,VH,5,A,-,-,-,-,70.7,193,23.3,504,-,-,19.5,534,22.2 - 22.5
541-550,471-480,AMERICAN UNIVERSITY,United States,L,CO,HI,5,B,19.7,416,30.8,314,35.1,434,-,-,-,-,27.2,451,21.9 - 22.1
541-550,601-650,FAR EASTERN FEDERAL UNIVERSITY,Russia,L,CO,HI,5,A,-,-,-,-,79.8,149,-,-,20,536,42.6,332,21.9 - 22.1
541-550,551-600,OSAKA CITY UNIVERSITY,Japan,M,FC,HI,5,A,-,-,-,-,69.8,199,-,-,-,-,-,-,21.9 - 22.1
541-550,551-600,SHANDONG UNIVERSITY,China,XL,FC,VH,5,A,16.8,487,-,-,-,-,45.2,278,-,-,-,-,21.9 - 22.1
541-550,551-600,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,China,XL,CO,VH,4,A,-,-,-,-,-,-,62.1,138,-,-,-,-,21.9 - 22.1
541-550,551-600,UMM AL-QURA UNIVERSITY (UQU),Saudi Arabia,XL,FC,MD,4,A,-,-,-,-,61.8,242,-,-,99.6,59,18.3,541,21.9 - 22.1
541-550,,UNIVERSITAT RAMON LLULL,Spain,L,CO,HI,3,B,-,-,53.8,150,-,-,-,-,96.5,116,45.1,312,21.9 - 22.1
541-550,501-550,UNIVERSIT… DU QU…BEC,Canada,XL,FC,HI,4,A,23.6,349,19.2,477,-,-,29.3,439,48.9,332,17.4,556,21.9 - 22.1
541-550,501-550,UNIVERSITY OF CINCINNATI,United States,L,FC,VH,5,A,-,-,-,-,37.8,406,32.8,393,-,-,17,558,21.9 - 22.1
551-560,601-650,INHA UNIVERSITY,South Korea,L,FC,HI,4,B,-,-,-,-,72.3,185,-,-,-,-,-,-,21.5 - 21.8
551-560,551-600,JUSTUS-LIEBIG-UNIVERSITƒT GIEﬂEN,Germany,L,FC,HI,5,A,-,-,-,-,-,-,72,91,-,-,14.7,600,21.5 - 21.8
551-560,401-410,LEIBNIZ UNIVERSITƒT HANNOVER,Germany,L,CO,VH,5,A,19.3,423,-,-,-,-,40.9,318,24.2,495,29.4,436,21.5 - 21.8
551-560,471-480,MIDDLE EAST TECHNICAL UNIVERSITY,Turkey,L,CO,VH,4,A,23.7,347,56.6,137,-,-,21,531,-,-,-,-,21.5 - 21.8
551-560,431-440,PONTIFICIA UNIVERSIDAD CAT”LICA DEL PER⁄,Peru,L,FO,HI,5,B,33.1,247,42,217,-,-,-,-,15.9,584,-,-,21.5 - 21.8
551-560,651-700,QUAID-I-AZAM UNIVERSITY,Pakistan,L,CO,VH,4,A,-,-,19.8,465,-,-,64,129,-,-,-,-,21.5 - 21.8
551-560,501-550,SYRACUSE UNIVERSITY,United States,L,CO,VH,5,B,16.6,494,-,-,-,-,27,460,-,-,60.3,238,21.5 - 21.8
551-560,601-650,UNIVERSITY OF JOHANNESBURG,South Africa,L,CO,VH,2,A,-,-,26.6,366,34,445,-,-,73.4,233,29.7,430,21.5 - 21.8
551-560,551-600,UNIVERSITY OF KENTUCKY,United States,L,FC,VH,5,A,-,-,-,-,-,-,42.6,303,33.7,430,-,-,21.5 - 21.8
551-560,501-550,UNIVERSITY OF NEBRASKA,United States,L,CO,VH,5,A,-,-,-,-,-,-,36.7,350,80.5,207,28.9,442,21.5 - 21.8
561-570,601-650,AMERICAN UNIVERSITY IN DUBAI,United Arab Emirates,S,FO,MD,2,B,-,-,35.2,270,24.2,582,-,-,100,1,100,3,21.1 - 21.4
561-570,501-550,ARISTOTLE UNIVERSITY OF THESSALONIKI,Greece,XL,FC,VH,4,A,24.7,331,23.8,402,-,-,33.5,378,-,-,20.2,522,21.1 - 21.4
561-570,601-650,INDIANA UNIVERSITY-PURDUE UNIVERSITY INDIANAPOLIS,United States,L,FC,HI,3,A,-,-,-,-,76.6,164,-,-,-,-,-,-,21.1 - 21.4
561-570,551-600,KANAZAWA UNIVERSITY,Japan,M,FC,VH,4,A,-,-,-,-,63.5,230,18.8,573,-,-,-,-,21.1 - 21.4
561-570,471-480,KARL-FRANZENS-UNIVERSITƒT GRAZ,Austria,L,CO,HI,5,A,18,455,22.8,417,-,-,17.2,592,55.8,313,30.6,425,21.1 - 21.4
561-570,461-470,MARTIN-LUTHER-UNIVERSITƒT HALLE-WITTENBERG,Germany,L,FC,HI,5,A,-,-,-,-,65.8,220,-,-,-,-,-,-,21.1 - 21.4
561-570,601-650,NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,Taiwan,M,FO,VH,5,A,-,-,-,-,39,395,30,430,29.2,456,20.4,520,21.1 - 21.4
561-570,551-600,UNIVERSITAT DE VAL»NCIA,Spain,XL,FC,VH,5,A,29.1,282,-,-,-,-,21.8,518,-,-,-,-,21.1 - 21.4
561-570,501-550,UNIVERSITY OF PRETORIA,South Africa,XL,FC,HI,5,A,22.7,363,40.4,228,-,-,17.4,588,55.3,315,17,560,21.1 - 21.4
561-570,601-650,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,United States,XL,FC,HI,5,A,17.4,472,-,-,-,-,32.8,395,43.1,359,-,-,21.1 - 21.4
571-580,491-500,BO?AZI«I ‹NIVERSITESI,Turkey,L,CO,HI,5,A,18.9,430,52,159,-,-,26.7,462,19,553,-,-,20.9 - 21
571-580,501-550,CHONBUK NATIONAL UNIVERSITY,South Korea,L,FC,HI,4,A,-,-,-,-,57.2,273,19.6,559,-,-,-,-,20.9 - 21
571-580,551-600,COVENTRY UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,39,236,-,-,-,-,73.1,234,99.8,28,20.9 - 21
571-580,551-600,DALIAN UNIVERSITY OF TECHNOLOGY,China,XL,CO,VH,4,A,-,-,-,-,-,-,62,142,-,-,-,-,20.9 - 21
571-580,551-600,MASARYK UNIVERSITY,Czech Republic,L,CO,VH,4,A,20.5,396,20.9,450,-,-,-,-,23.4,501,72.6,178,20.9 - 21
571-580,,SARAJEVO SCHOOL OF SCIENCE AND TECHNOLOGY,Bosnia and Herzegovina,S,FO,LO,2,B,-,-,-,-,70.4,196,-,-,37.7,397,67.1,207,20.9 - 21
571-580,551-600,TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Japan,M,FO,VH,4,A,-,-,-,-,23.8,591,50.6,230,-,-,-,-,20.9 - 21
571-580,551-600,UNIVERSIT¿ DEGLI STUDI DI TORINO (UNITO),Italy,XL,FC,VH,5,A,26.5,315,-,-,-,-,34.9,363,-,-,-,-,20.9 - 21
571-580,501-550,UNIVERSITƒT REGENSBURG,Germany,L,CO,VH,4,A,-,-,-,-,-,-,41,317,36.1,410,-,-,20.9 - 21
571-580,441-450,UNIVERSIT… PARIS DESCARTES,France,XL,FC,VH,5,A,20.4,401,-,-,-,-,35.1,361,-,-,19.1,537,20.9 - 21
581-590,551-600,COLLEGE OF WILLIAM & MARY,United States,M,CO,VH,5,A,-,-,-,-,44,352,23.8,494,-,-,14.8,596,20.5 - 20.8
581-590,,IMAM ABDULRAHMAN BIN FAISAL UNIVERSITY (IAU) (FORMERLY UNIVERSITY OF DAMMAM),Saudi Arabia,L,FC,MD,3,A,-,-,-,-,67.4,211,-,-,99.4,69,-,-,20.5 - 20.8
581-590,551-600,INSTITUTO TECNOL”GICO DE BUENOS AIRES (ITBA),Argentina,S,CO,MD,4,B,-,-,30.4,321,61.1,244,-,-,19.1,551,15.3,587,20.5 - 20.8
581-590,651-700,KONKUK UNIVERSITY,South Korea,L,FC,HI,4,B,-,-,-,-,59.7,260,-,-,-,-,16.3,571,20.5 - 20.8
581-590,601-650,UNIVERSIDAD ANAHUAC,Mexico,L,CO,LO,4,B,-,-,38.1,240,59.1,262,-,-,-,-,-,-,20.5 - 20.8
581-590,601-650,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,Spain,L,CO,VH,5,A,22.9,359,-,-,27.2,534,22.5,514,-,-,-,-,20.5 - 20.8
581-590,551-600,UNIVERSIT¿ DEGLI STUDI DI PAVIA (UNIPV),Italy,L,FC,VH,5,A,21.6,380,-,-,-,-,39,335,-,-,15.2,588,20.5 - 20.8
581-590,501-550,UNIVERSITƒT LEIPZIG,Germany,L,FC,VH,5,A,24.7,332,-,-,24.2,581,19.9,551,-,-,21.6,501,20.5 - 20.8
581-590,491-500,UNIVERSITY OF GUELPH,Canada,L,CO,VH,4,A,-,-,24.2,399,-,-,32.9,389,46.9,342,-,-,20.5 - 20.8
581-590,601-650,"UNIVERSITY OF MASSACHUSETTS, BOSTON",United States,L,CO,VH,5,A,-,-,-,-,-,-,35,362,-,-,19,538,20.5 - 20.8
581-590,551-600,UNIVERSITY OF OREGON,United States,L,CO,VH,5,A,18,457,-,-,-,-,28.1,450,-,-,30.8,422,20.5 - 20.8
581-590,551-600,VILNIUS GEDIMINAS TECHNICAL UNIVERSITY,Lithuania,M,SP,HI,4,A,-,-,36,258,42.4,367,-,-,-,-,29.9,427,20.5 - 20.8
591-600,651-700,HALLYM UNIVERSITY,South Korea,M,FC,VH,3,B,-,-,-,-,85.3,115,-,-,-,-,-,-,20.3 - 20.4
591-600,501-550,"KINGSTON UNIVERSITY, LONDON",United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,74.6,226,96.4,70,20.3 - 20.4
591-600,551-600,MICHIGAN TECHNOLOGICAL UNIVERSITY,United States,M,CO,VH,5,A,-,-,-,-,32.3,472,37.5,344,-,-,35,389,20.3 - 20.4
591-600,501-550,MURDOCH UNIVERSITY,Australia,M,CO,VH,3,A,-,-,-,-,-,-,29,442,86.6,184,37.3,369,20.3 - 20.4
591-600,601-650,UNIVERSIDAD DE SALAMANCA,Spain,L,FC,HI,5,A,25.9,321,-,-,23.4,600,-,-,-,-,29.3,439,20.3 - 20.4
591-600,601-650,UNIVERSIDAD DE SAN ANDR…S,Argentina,S,SP,LO,3,B,-,-,32,294,62.8,234,-,-,-,-,-,-,20.3 - 20.4
591-600,,UNIVERSITY OF BALAMAND,Lebanon,M,CO,MD,3,B,-,-,-,-,83.1,127,-,-,-,-,-,-,20.3 - 20.4
591-600,601-650,UNIVERSITY OF BRADFORD,United Kingdom,M,CO,VH,4,A,-,-,-,-,-,-,26.4,466,55.2,316,84.2,128,20.3 - 20.4
591-600,601-650,UNIVERSITY OF HULL,United Kingdom,L,FC,HI,4,A,-,-,-,-,-,-,34.4,370,65,262,54,267,20.3 - 20.4
591-600,601-650,UNIVERSITY OF HYDERABAD,India,S,FC,VH,3,A,-,-,-,-,28.7,519,42.9,300,,-,-,-,20.3 - 20.4
591-600,601-650,"UNIVERSITY OF MISSOURI, COLUMBIA",United States,XL,FC,HI,5,A,16.5,499,-,-,31.5,485,24.6,485,18.8,555,-,-,20.3 - 20.4
591-600,551-600,UNIVERSITY OF MONS,Belgium,M,CO,VH,1,B,-,-,-,-,-,-,61.6,147,33.2,433,39.9,348,20.3 - 20.4
601-650,,ALTAI STATE UNIVERSITY,Russia,M,FO,HI,3,A,-,-,-,-,82.2,135,-,-,-,-,29.3,437,18.7 - 20.2
601-650,551-600,BAR-ILAN UNIVERSITY,Israel,L,FC,HI,4,A,-,-,-,-,-,-,43.6,294,71.7,242,-,-,18.7 - 20.2
601-650,601-650,CENTRAL QUEENSLAND UNIVERSITY,Australia,M,CO,HI,3,A,-,-,-,-,28.7,522,-,-,98.4,92,94.8,80,18.7 - 20.2
601-650,501-550,CITY UNIVERSITY OF NEW YORK,United States,XL,CO,VH,5,A,30.4,265,-,-,-,-,-,-,-,-,-,-,18.7 - 20.2
601-650,651-700,CLARKSON UNIVERSITY,United States,S,CO,VH,5,B,-,-,-,-,25.4,565,55.1,194,36.6,405,-,-,18.7 - 20.2
601-650,551-600,IRAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Iran,L,FO,VH,4,A,-,-,-,-,-,-,80.2,62,,-,-,-,18.7 - 20.2
601-650,601-650,JADAVPUR UNIVERSITY,India,M,CO,VH,5,A,-,-,-,-,23.6,595,40.7,320,,-,-,-,18.7 - 20.2
601-650,651-700,KAGOSHIMA UNIVERSITY,Japan,M,FC,HI,4,A,-,-,-,-,75.4,173,-,-,-,-,-,-,18.7 - 20.2
601-650,601-650,KEELE UNIVERSITY,United Kingdom,M,FC,HI,4,A,-,-,-,-,32.4,471,25,477,56.2,308,52.1,278,18.7 - 20.2
601-650,601-650,LANZHOU UNIVERSITY,China,L,CO,VH,5,A,-,-,-,-,-,-,66.6,118,-,-,-,-,18.7 - 20.2
601-650,601-650,LEBANESE AMERICAN UNIVERSITY,Lebanon,M,FC,MD,4,B,-,-,30.7,317,25.9,557,-,-,97.1,110,52.2,276,18.7 - 20.2
601-650,551-600,LINGNAN UNIVERSITY (HONG KONG),Hong Kong,S,SP,HI,5,A,-,-,-,-,28.8,517,18.4,580,100,38,38.9,356,18.7 - 20.2
601-650,701-750,LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,Russia,L,FO,VH,5,A,-,-,-,-,64.7,226,-,-,-,-,14.8,598,18.7 - 20.2
601-650,601-650,NATIONAL CHENGCHI UNIVERSITY,Taiwan,M,CO,HI,4,A,19.5,419,22,432,26.1,554,-,-,18.3,558,50.8,287,18.7 - 20.2
601-650,501-550,"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",Ukraine,L,FO,HI,5,A,-,-,-,-,61.9,240,-,-,-,-,-,-,18.7 - 20.2
601-650,701-750,OSAKA PREFECTURE UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,61,245,20.2,547,-,-,-,-,18.7 - 20.2
601-650,551-600,PHILIPPS-UNIVERSITƒT MARBURG,Germany,L,FC,HI,5,A,-,-,-,-,33.4,456,19.6,558,26.3,475,23.7,479,18.7 - 20.2
601-650,501-550,PONTIFÕCIA UNIVERSIDADE CAT”LICA DO RIO DE JANEIRO - PUC - RIO,Brazil,L,CO,HI,4,B,28.2,298,18.7,486,-,-,-,-,20.1,534,-,-,18.7 - 20.2
601-650,651-700,"RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEWARK",United States,M,CO,HI,4,A,-,-,-,-,31.9,478,-,-,34.6,421,22,496,18.7 - 20.2
601-650,551-600,SICHUAN UNIVERSITY,China,XL,FC,VH,4,A,18.2,451,-,-,23.5,598,34.7,367,-,-,-,-,18.7 - 20.2
601-650,701-750,SMITH COLLEGE,United States,S,CO,HI,5,B,-,-,-,-,68.2,208,-,-,-,-,31.7,415,18.7 - 20.2
601-650,601-650,TALLINN UNIVERSITY OF TECHNOLOGY,Estonia,M,FO,VH,5,A,-,-,21.3,443,32.9,465,-,-,35,417,43.4,324,18.7 - 20.2
601-650,,TAYLOR'S UNIVERSITY,Malaysia,M,FO,HI,1,C,-,-,42.1,216,24.5,577,-,-,48.9,333,63.4,226,18.7 - 20.2
601-650,601-650,THAMMASAT UNIVERSITY,Thailand,XL,FC,MD,4,A,20.8,391,24.4,397,31.2,489,-,-,20.9,519,-,-,18.7 - 20.2
601-650,601-650,UNIVERSIDAD DE SEVILLA,Spain,XL,FC,HI,5,A,33.4,242,-,-,-,-,-,-,-,-,-,-,18.7 - 20.2
601-650,651-700,UNIVERSIDAD DEL PAIS VASCO,Spain,XL,CO,HI,3,A,18.5,441,-,-,47.6,323,-,-,,-,-,-,18.7 - 20.2
601-650,551-600,UNIVERSIDAD NACIONAL DE LA PLATA,Argentina,XL,FC,HI,5,A,29.9,272,-,-,-,-,-,-,-,-,-,-,18.7 - 20.2
601-650,551-600,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Brazil,XL,FC,VH,5,A,31.3,258,-,-,-,-,-,-,-,-,-,-,18.7 - 20.2
601-650,501-550,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Brazil,XL,FC,VH,5,A,29.6,276,-,-,-,-,-,-,23.5,499,-,-,18.7 - 20.2
601-650,551-600,UNIVERSITƒT BAYREUTH,Germany,L,CO,VH,3,A,-,-,-,-,-,-,34.2,372,41.8,368,21,506,18.7 - 20.2
601-650,601-650,UNIVERSITƒT DUISBURG-ESSEN,Germany,XL,FC,VH,3,A,-,-,-,-,-,-,42.4,305,28.9,458,51.3,284,18.7 - 20.2
601-650,461-470,UNIVERSITƒT POTSDAM,Germany,L,FO,VH,3,A,-,-,-,-,-,-,58.2,177,,-,23.8,475,18.7 - 20.2
601-650,501-550,UNIVERSIT… CLAUDE BERNARD LYON 1,France,XL,FC,HI,5,A,23.1,358,-,-,-,-,25.5,472,-,-,20.1,523,18.7 - 20.2
601-650,501-550,UNIVERSIT… DE FRIBOURG,Switzerland,M,FO,VH,5,A,-,-,-,-,-,-,49.7,235,,-,44.7,316,18.7 - 20.2
601-650,701-750,UNIVERSITI UTARA MALAYSIA (UUM),Malaysia,L,SP,VH,3,A,-,-,-,-,36.4,417,-,-,39.3,383,72.4,179,18.7 - 20.2
601-650,551-600,UNIVERSITY OF CANBERRA,Australia,M,CO,VH,3,A,-,-,-,-,-,-,29.9,432,57.8,302,55.1,259,18.7 - 20.2
601-650,651-700,UNIVERSITY OF DEBRECEN,Hungary,L,FC,HI,5,A,-,-,-,-,33.9,448,-,-,-,-,69.3,194,18.7 - 20.2
601-650,551-600,UNIVERSITY OF JORDAN,Jordan,XL,FC,MD,4,A,20.3,404,36.9,251,-,-,-,-,29,457,36.3,377,18.7 - 20.2
601-650,551-600,UNIVERSITY OF MANITOBA,Canada,XL,FC,VH,5,A,-,-,-,-,43.6,356,-,-,,-,37.6,365,18.7 - 20.2
601-650,651-700,UNIVERSITY OF MILANO-BICOCCA,Italy,XL,CO,VH,2,A,16.7,491,-,-,-,-,55.4,193,,-,-,-,18.7 - 20.2
601-650,701-750,UNIVERSITY OF PLYMOUTH,United Kingdom,L,FC,HI,5,A,-,-,-,-,-,-,27.9,452,55,317,34.1,394,18.7 - 20.2
601-650,601-650,UNIVERSITY OF PORTSMOUTH,United Kingdom,L,CO,HI,3,A,-,-,22.2,426,-,-,-,-,77.2,218,77.4,158,18.7 - 20.2
601-650,551-600,UNIVERSITY OF TAMPERE,Finland,M,CO,VH,4,A,-,-,-,-,-,-,32.5,400,20,535,-,-,18.7 - 20.2
601-650,601-650,UNIVERSITY OF ULSTER,United Kingdom,L,CO,HI,3,A,-,-,19.5,470,-,-,20.4,543,98.6,84,24.6,470,18.7 - 20.2
601-650,551-600,UNIVERSITY OF WESTMINSTER,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,87.8,178,99.9,26,18.7 - 20.2
601-650,651-700,VIRGINIA COMMONWEALTH UNIVERSITY,United States,L,FC,VH,5,A,-,-,-,-,51,301,18.8,572,17.3,569,-,-,18.7 - 20.2
601-650,601-650,WARSAW UNIVERSITY OF TECHNOLOGY,Poland,XL,FO,VH,5,A,21.8,378,44.2,204,-,-,-,-,-,-,-,-,18.7 - 20.2
