2018,2017,Institution Name,Country,Classification,,,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,Overall Score
481-490,501-550,UNIVERSITY OF DELHI,India,L,FC,HI,4,A,-,-,-,-,7.8,401+,11.7,401+,2.7,401+,1.7,401+,26.1
481-490,441-450,"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",United States,M,FC,VH,4,A,-,-,-,-,17.7,401+,78.4,73,11.2,401+,15.1,401+,26.2
491-500,471-480,BOGAZI«I ‹NIVERSITESI,Turkey,M,CO,VH,5,A,-,-,-,-,5.6,401+,33,381,19.1,401+,16.5,401+,25.8
491-500,501-550,CZECH TECHNICAL UNIVERSITY IN PRAGUE,Czech Republic,L,SP,VH,5,A,-,-,-,-,26,401+,9.5,401+,5.9,401+,42.3,334,25.7
491-500,491-500,JILIN UNIVERSITY,China,XL,FC,VH,4,A,-,-,-,-,49,276,20.1,401+,16.7,401+,3.3,401+,25.6
491-500,501-550,KAZAKH NATIONAL PEDAGOGICAL UNIVERSITY ABAI,Kazakhstan,M,CO,LO,4,A,-,-,-,-,92.6,67,,,19.5,401+,9.4,401+,25.3
491-500,551-600,POLIT…CNICA DE MADRID,Spain,XL,SP,VH,3,A,-,-,-,-,21.1,401+,10.9,401+,3.2,401+,33.6,396,25.2
491-500,451-460,PUSAN NATIONAL UNIVERSITY,South Korea,L,FC,VH,4,A,-,-,-,-,34.7,376,21.8,401+,8.1,401+,11.1,401+,25.2
491-500,501-550,"UNIVERSIDADE ESTADUAL PAULISTA ""J⁄LIO DE MESQUITA FILHO""",Brazil,XL,FC,VH,3,A,-,-,-,-,27.4,401+,10.8,401+,5.9,401+,3.3,401+,25.8
491-500,491-500,UNIVERSIT… SAINT-JOSEPH DE BEYROUTH,Lebanon,M,FC,MD,5,B,-,-,-,-,70.2,165,2.2,401+,59.9,265,9.3,401+,25.6
491-500,501-550,UNIVERSITY OF GUELPH,Canada,L,CO,VH,4,A,-,-,-,-,9.5,401+,40.9,311,46.9,320,15.5,401+,25.3
491-500,601-650,URAL FEDERAL UNIVERSITY,Russia,L,CO,HI,4,A,-,-,-,-,73.5,152,1.7,401+,13.5,401+,19.2,401+,25.3
501-550,501-550,AMIRKABIR UNIVERSITY OF TECHNOLOGY,Iran,L,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,491-500,ARISTOTLE UNIVERSITY OF THESSALONIKI,Greece,XL,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,551-600,CHIBA UNIVERSITY,Japan,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,CHONBUK NATIONAL UNIVERSITY,South Korea,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,CITY UNIVERSITY OF NEW YORK,United States,XL,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,471-480,CLARK UNIVERSITY,United States,S,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,DREXEL UNIVERSITY,United States,L,FC,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,551-600,EAST CHINA NORMAL UNIVERSITY,China,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,481-490,INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI (IITG),India,M,CO,VH,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,"KINGSTON UNIVERSITY, LONDON",United Kingdom,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,471-480,LAPPEENRANTA UNIVERSITY OF TECHNOLOGY,Finland,S,,,,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,481-490,LEHIGH UNIVERSITY,United States,M,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,601-650,M.O.AUEZOV SOUTH KAZAKHSTAN STATE UNIVERSITY,Kazakhstan,L,CO,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,MURDOCH UNIVERSITY,Australia,M,CO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,551-600,"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",Ukraine,L,FO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,601-650,"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""",Russia,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,OKAYAMA UNIVERSITY,Japan,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,601-650,PEOPLE'S FRIENDSHIP UNIVERSITY OF RUSSIA,Russia,L,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,PONTIFICIA UNIVERSIDADE CAT”LICA DE S√O PAULO (PUC-SP),Brazil,M,FC,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,PONTIFICIA UNIVERSIDADE CAT”LICA DO RIO DE JANEIRO - PUC - RIO,Brazil,L,CO,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,SOUTHEAST UNIVERSITY,China,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,551-600,SYRACUSE UNIVERSITY,United States,L,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,471-480,TECHNISCHE UNIVERSITƒT BRAUNSCHWEIG,Germany,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,,TECHNISCHE UNIVERSITƒT GRAZ,Austria,L,FO,VH,,,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,491-500,THE CATHOLIC UNIVERSITY OF KOREA ,South Korea,M,FC,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSIDAD DE GRANADA,Spain,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,601-650,UNIVERSIDAD DE MONTEVIDEO,Uruguay,S,FC,LO,2,B,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSIDADE FEDERAL DE S√O PAULO (UNIFESP),Brazil,L,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,461-470,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Brazil,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSITƒT DES SAARLANDES,Germany,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,,UNIVERSITƒT HOHENHEIM,Germany,M,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSITƒT LEIPZIG,Germany,L,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSITƒT REGENSBURG,Germany,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSIT… CLAUDE BERNARD LYON 1,France,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSIT… DE BORDEAUX,France,XL,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,,UNIVERSIT… DE FRIBOURG,Switzerland,M,FO,VH,,,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSIT… DU QU…BEC,Canada,XL,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,461-470,UNIVERSIT… PAUL SABATIER TOULOUSE III,France,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,,UNIVERSITY OF AVEIRO,Portugal,L,SP,VH,,,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,601-650,UNIVERSITY OF BAGHDAD,Iraq,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,551-600,UNIVERSITY OF CINCINNATI,United States,L,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSITY OF LIMERICK (UL),Ireland,M,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSITY OF MACAU,Macau,M,FO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,491-500,UNIVERSITY OF NEBRASKA,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,461-470,UNIVERSITY OF OKLAHOMA,United States,L,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,551-600,UNIVERSITY OF PRETORIA,South Africa,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,491-500,UNIVERSITY OF SOUTH FLORIDA,United States,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,501-550,UNIVERSITY OF SZEGED,Hungary,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
501-550,491-500,YOKOHAMA CITY UNIVERSITY,Japan,S,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,ABO AKADEMI UNIVERSITY,Finland,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,ATENEO DE MANILA UNIVERSITY,Philippines,L,FC,LO,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,601-650,BAR-ILAN UNIVERSITY,Israel,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,431-440,BEIHANG UNIVERSITY,China,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,CHIANG MAI UNIVERSITY,Thailand,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,COLLEGE OF WILLIAM & MARY,United States,M,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,651-700,COVENTRY UNIVERSITY,United Kingdom,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,481-490,DALIAN UNIVERSITY OF TECHNOLOGY,China,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,471-480,EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,China,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,FLINDERS UNIVERSITY,Australia,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,HOWARD UNIVERSITY,United States,M,FC,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,INSTITUTO TECNOL”GICO DE BUENOS AIRES (ITBA),Argentina,S,CO,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,491-500,IRAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Iran,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,651-700,JUSTUS-LIEBIG-UNIVERSITƒT GIEﬂEN,Germany,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,KANAZAWA UNIVERSITY,Japan,M,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,KUMAMOTO UNIVERSITY,Japan,M,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,601-650,LINGNAN UNIVERSITY (HONG KONG),Hong Kong,S,SP,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,601-650,MASARYK UNIVERSITY,Czech Republic,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,MICHIGAN TECHNOLOGICAL UNIVERSITY,United States,M,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,NAGASAKI UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,NATIONAL RESEARCH SARATOV STATE UNIVERSITY,Russia,M,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,651-700,OSAKA CITY UNIVERSITY,Japan,M,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,PHILIPPS-UNIVERSITƒT MARBURG ,Germany,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,SEJONG UNIVERSITY ,South Korea,M,CO,VH,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,SHANDONG UNIVERSITY,China,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,SICHUAN UNIVERSITY,China,XL,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,China,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,SOUTHERN FEDERAL UNIVERSITY,Russia,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY ,Japan,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,UMM AL-QURA UNIVERSITY (UQU),Saudi Arabia,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,601-650,UNIVERSIDAD DE ALCAL¡,Spain,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSIDAD NACIONAL DE LA PLATA,Argentina,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Brazil,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSIT¿ DEGLI STUDI DI PAVIA (UNIPV),Italy,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSIT¿ DEGLI STUDI DI TORINO (UNITO),Italy,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,UNIVERSITƒT BAYREUTH,Germany,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSITAT DE VALENCIA,Spain,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,"UNIVERSIT… LILLE 1, SCIENCES ET TECHNOLOGIE",France,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,601-650,UNIVERSIT… PANTH…ON-ASSAS (PARIS 2),France,L,SP,LO,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSITY OF CANBERRA ,Australia,M,CO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSITY OF JORDAN,Jordan,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,UNIVERSITY OF KENTUCKY,United States,L,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,UNIVERSITY OF MANITOBA,Canada,L,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,UNIVERSITY OF MONS ,Belgium,M,CO,VH,,B,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSITY OF OREGON,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,China,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,501-550,UNIVERSITY OF TAMPERE,Finland,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSITY OF ULSAN ,South Korea,L,FC,VH,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,UNIVERSITY OF VERMONT,United States,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,,UNIVERSITY OF WESTMINSTER,United Kingdom,L,CO,HI,,,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,  701+,VILNIUS GEDIMINAS TECHNICAL UNIVERSITY,Lithuania,M,SP,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
551-600,551-600,WESTERN SYDNEY UNIVERSITY,Australia,XL,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,AMERICAN UNIVERSITY IN DUBAI,United Arab Emirates,S,FO,MD,2,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,BRNO UNIVERSITY OF TECHNOLOGY,Czech Republic,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,CENTRAL QUEENSLAND UNIVERSITY ,Australia,M,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,CHONNAM NATIONAL UNIVERSITY,South Korea,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,FAR EASTERN FEDERAL UNIVERSITY,Russia,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,,INDIANA UNIVERSITY-PURDUE UNIVERSITY INDIANAPOLIS,United States,L,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,INHA UNIVERSITY,South Korea,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,ISTANBUL TECHNICAL UNIVERSITY,Turkey,XL,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,,ITMO UNIVERSITY,Russia,M,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,,JADAVPUR UNIVERSITY,India,M,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Jordan,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,KEELE UNIVERSITY ,United Kingdom,M,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,LANZHOU UNIVERSITY,China,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,LEBANESE AMERICAN UNIVERSITY,Lebanon,M,FC,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,  701+,NATIONAL CHENGCHI UNIVERSITY,Taiwan,M,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,501-550,NATIONAL CHUNG HSING UNIVERSITY,Taiwan,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,Taiwan,M,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,NEW SCHOOL UNIVERSITY,United States,M,FO,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,TALLINN UNIVERSITY OF TECHNOLOGY,Estonia,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,TECHNISCHE UNIVERSITƒT DORTMUND,Germany,L,CO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,THAMMASAT UNIVERSITY,Thailand,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,UNIVERSIDAD ANAHUAC,Mexico,L,CO,LO,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSIDAD DE ANTIOQUIA,Colombia,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,  701+,UNIVERSIDAD DE LA HABANA,Cuba,M,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,UNIVERSIDAD DE SALAMANCA,Spain,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,501-550,UNIVERSIDAD DE SAN ANDR…S,Argentina,S,SP,LO,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSIDAD DE SEVILLA,Spain,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,UNIVERSIDAD IBEROAMERICANA (UIA),Mexico,L,FC,LO,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,Spain,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSITƒT DUISBURG-ESSEN,Germany,XL,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSIT… DE SHERBROOKE,Canada,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSIT… NICE SOPHIA-ANTIPOLIS,France,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSITI TEKNOLOGI PETRONAS (PETRONAS),Malaysia,M,SP,VH,2,B,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,UNIVERSITY OF BRADFORD,United Kingdom,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,UNIVERSITY OF HAIFA,Israel,L,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSITY OF HOUSTON,United States,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,UNIVERSITY OF HULL,United Kingdom,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,,UNIVERSITY OF HYDERABAD,India,S,FC,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSITY OF JOHANNESBURG ,South Africa,L,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,  701+,UNIVERSITY OF KUFA,Iraq,L,FC,LO,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,"UNIVERSITY OF MASSACHUSETTS, BOSTON ",United States,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,"UNIVERSITY OF MISSOURI, COLUMBIA",United States,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSITY OF PORTSMOUTH,United Kingdom,L,CO,HI,,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,United States,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,551-600,UNIVERSITY OF TEHRAN,Iran,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,UNIVERSITY OF ULSTER,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,651-700,UNIVERSITY OF ZAGREB,Croatia,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
601-650,601-650,WARSAW UNIVERSITY OF TECHNOLOGY,Poland,XL,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,AJOU UNIVERSITY ,South Korea,M,FC,VH,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,,ANNA UNIVERSITY,India,M,FO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,,BEIJING FOREIGN STUDIES UNIVERSITY,China,M,SP,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,551-600,CARLETON UNIVERSITY,Canada,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,551-600,CHARLES DARWIN UNIVERSITY ,Australia,M,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,CLARKSON UNIVERSITY,United States,S,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,DUBLIN INSTITUTE OF TECHNOLOGY (DIT),Ireland,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,  701+,E.A.BUKETOV KARAGANDA STATE UNIVERSITY ,Kazakhstan,M,FO,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,EOTVOS LORAND UNIVERSITY,Hungary,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,GIFU UNIVERSITY,Japan,M,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,HALLYM UNIVERSITY ,South Korea,M,FC,HI,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,  701+,INSTITUTO POLIT…CNICO NACIONAL (IPN),Mexico,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,INSTITUTO TECNOL”GICO AUTONOMO DE M…XICO (ITAM),Mexico,M,FO,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,551-600,KAGOSHIMA UNIVERSITY,Japan,M,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,KAZAKH-BRITISH TECHNICAL UNIVERSITY,Kazakhstan,S,FO,MD,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,  701+,KONKUK UNIVERSITY ,South Korea,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,  701+,KUWAIT UNIVERSITY,Kuwait,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,LOUISIANA STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,501-550,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,United States,M,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,Greece,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,  701+,QUAID-I-AZAM UNIVERSITY,Pakistan,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,,RIGA TECHNICAL UNIVERSITY,Latvia,M,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,"RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEWARK",United States,M,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,,SHANGHAI INTERNATIONAL STUDIES UNIVERSITY,China,M,SP,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,STEVENS INSTITUTE OF TECHNOLOGY,United States,M,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,TEMPLE UNIVERSITY,United States,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,471-480,TOKYO METROPOLITAN UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSIDAD ADOLFO IB¡—EZ,Chile,M,FO,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
